id,created_at,sid,property_name,location,latitude,longitude,nearby_hospitals,nearby_schools,nearby_landmarks
94,2025-01-12 17:45:05.835412+00,BiBayDu1000094,Bay Residences,"Dubai Island, Dubai",25.30859237,55.32123085,Canadian Specialist Hospital (4.94km) || 5-10km: Aster Hospital (6.59km) || NMC Royal Hospital (7.3km) || Saudi German Hospital (7.58km) || Dubai Hospital (7.58km) || Iranian Hospital Dubai (8.86km) || Rashid Hospital (8.86km) (1.8km) || Iranian Hospital Dubai (0.67km) || Rashid Hospital (0.67km) || Al Zahra Hospital (2.24km) || Medcare Hospital (2.24km) || Mediclinic City Hospital (2.29km) || 5-10km: Saudi German Hospital (5.72km) || Dubai Hospital (5.72km) || NMC Royal Hospital (6.84km) || Aster Hospital (7.44km) || Canadian Specialist Hospital (9.08km) (10.8km) || Al Qassimi Hospital (2.5km) || Zulekha Hospital Sharjah (2.5km) || NMC Royal Hospital Sharjah (2.5km) (13.8km),5-10km: Dubai International School (7.58km) || GEMS Modern Academy (7.58km) || Dubai English Speaking School (7.92km) (1.8km) || Dubai English Speaking School (1.65km) || GEMS Wellington International School (1.99km) || Repton School Dubai (1.99km) || Kings School Dubai (2.48km) || 5-10km: Dubai International School (5.72km) || GEMS Modern Academy (5.72km) || Hartland International School (8.88km) (10.8km) || Sharjah English School (2.5km) || GEMS Millennium School Sharjah (2.5km) || Victoria International School (2.5km) (13.8km),Gold Souk (2.11km) || 5-10km: Dubai Frame (7.72km) (1.8km) || Dubai Creek (2.89km) || Dubai Mall (3.81km) || Burj Khalifa (3.81km) || Dubai Frame (4.1km) || Dubai Opera (4.28km) || 5-10km: Gold Souk (7.42km) || Dubai Festival City Mall (8.99km) (10.8km) || Sharjah Corniche (2.5km) || Al Majaz Waterfront (2.5km) || Sharjah Aquarium (2.5km) (13.8km)
95,2025-01-12 17:45:05.835412+00,BiBugDu1000095,Bugatti Residences,"Business Bay, Dubai",25.18807737,55.26540897,Al Zahra Hospital (3.11km) || Medcare Hospital (3.11km) || Mediclinic City Hospital (3.13km) || 5-10km: Iranian Hospital Dubai (5.82km) || Rashid Hospital (5.82km) || Saudi German Hospital (8.02km) || Dubai Hospital (8.02km) || NMC Royal Hospital (9.09km) (0.8km) || Al Zahra Hospital (4.22km) || Medcare Hospital (4.22km) || Mediclinic City Hospital (4.54km) || 5-10km: Saudi German Hospital (5.97km) || Dubai Hospital (5.97km) || Iranian Hospital Dubai (6.13km) || Rashid Hospital (6.13km) || NMC Royal Hospital (6.86km) || Aster Hospital (7.84km) (3.1km) || 5-10km: Al Zahra Hospital (6.11km) || Medcare Hospital (6.11km) || Mediclinic City Hospital (6.21km) || Iranian Hospital Dubai (8.69km) || Rashid Hospital (8.69km) || Saudi German Hospital (9.53km) || Dubai Hospital (9.53km) (3.9km),Kings School Dubai (2.89km) || GEMS Wellington International School (3.43km) || Repton School Dubai (3.43km) || 5-10km: Hartland International School (6.27km) || Dubai English Speaking School (6.54km) || Dubai International School (8.02km) || GEMS Modern Academy (8.02km) (0.8km) || Hartland International School (3.33km) || Kings School Dubai (4.18km) || GEMS Wellington International School (4.71km) || Repton School Dubai (4.71km) || 5-10km: Dubai International School (5.97km) || GEMS Modern Academy (5.97km) || Dubai English Speaking School (6.43km) (3.1km) || 5-10km: Hartland International School (5.19km) || Kings School Dubai (5.92km) || GEMS Wellington International School (6.49km) || Repton School Dubai (6.49km) || Dubai English Speaking School (9.26km) || Dubai International School (9.53km) || GEMS Modern Academy (9.53km) (3.9km),Dubai Opera (1.53km) || Dubai Mall (1.97km) || Burj Khalifa (1.97km) || Dubai Creek (2.68km) || 5-10km: Dubai Frame (6.92km) || Dubai Festival City Mall (9.59km) || Mall of Emirates (9.61km) (0.8km) || Dubai Opera (2.33km) || Dubai Mall (2.52km) || Burj Khalifa (2.52km) || Dubai Creek (3.29km) || 5-10km: Dubai Frame (5.42km) || Dubai Festival City Mall (6.71km) (3.1km) || Dubai Opera (4.05km) || Dubai Mall (4.54km) || Burj Khalifa (4.54km) || 5-10km: Dubai Creek (5.45km) || Dubai Frame (8.87km) || Mall of Emirates (9.3km) || Dubai Festival City Mall (9.98km) (3.9km)
96,2025-01-12 17:45:05.835412+00,BiMerDu1000096,Mercedes Benz Places,"Downtown, Dubai",25.18868886,55.27997247,Al Zahra Hospital (3.11km) || Medcare Hospital (3.11km) || Mediclinic City Hospital (3.13km) || 5-10km: Iranian Hospital Dubai (5.82km) || Rashid Hospital (5.82km) || Saudi German Hospital (8.02km) || Dubai Hospital (8.02km) || NMC Royal Hospital (9.09km) (1.6km) || Al Zahra Hospital (4.22km) || Medcare Hospital (4.22km) || Mediclinic City Hospital (4.54km) || 5-10km: Saudi German Hospital (5.97km) || Dubai Hospital (5.97km) || Iranian Hospital Dubai (6.13km) || Rashid Hospital (6.13km) || NMC Royal Hospital (6.86km) || Aster Hospital (7.84km) (1.7km) || 5-10km: Al Zahra Hospital (6.11km) || Medcare Hospital (6.11km) || Mediclinic City Hospital (6.21km) || Iranian Hospital Dubai (8.69km) || Rashid Hospital (8.69km) || Saudi German Hospital (9.53km) || Dubai Hospital (9.53km) (3.5km),Kings School Dubai (2.89km) || GEMS Wellington International School (3.43km) || Repton School Dubai (3.43km) || 5-10km: Hartland International School (6.27km) || Dubai English Speaking School (6.54km) || Dubai International School (8.02km) || GEMS Modern Academy (8.02km) (1.6km) || Hartland International School (3.33km) || Kings School Dubai (4.18km) || GEMS Wellington International School (4.71km) || Repton School Dubai (4.71km) || 5-10km: Dubai International School (5.97km) || GEMS Modern Academy (5.97km) || Dubai English Speaking School (6.43km) (1.7km) || 5-10km: Hartland International School (5.19km) || Kings School Dubai (5.92km) || GEMS Wellington International School (6.49km) || Repton School Dubai (6.49km) || Dubai English Speaking School (9.26km) || Dubai International School (9.53km) || GEMS Modern Academy (9.53km) (3.5km),Dubai Opera (1.53km) || Dubai Mall (1.97km) || Burj Khalifa (1.97km) || Dubai Creek (2.68km) || 5-10km: Dubai Frame (6.92km) || Dubai Festival City Mall (9.59km) || Mall of Emirates (9.61km) (1.6km) || Dubai Opera (2.33km) || Dubai Mall (2.52km) || Burj Khalifa (2.52km) || Dubai Creek (3.29km) || 5-10km: Dubai Frame (5.42km) || Dubai Festival City Mall (6.71km) (1.7km) || Dubai Opera (4.05km) || Dubai Mall (4.54km) || Burj Khalifa (4.54km) || 5-10km: Dubai Creek (5.45km) || Dubai Frame (8.87km) || Mall of Emirates (9.3km) || Dubai Festival City Mall (9.98km) (3.5km)
97,2025-01-12 17:45:05.835412+00,BiBurDu1000097,Burj Jacob & Co Residences,"Business Bay, Dubai",25.18707557,55.29293084,Al Zahra Hospital (4.22km) || Medcare Hospital (4.22km) || Mediclinic City Hospital (4.54km) || 5-10km: Saudi German Hospital (5.97km) || Dubai Hospital (5.97km) || Iranian Hospital Dubai (6.13km) || Rashid Hospital (6.13km) || NMC Royal Hospital (6.86km) || Aster Hospital (7.84km) (0.4km) || Al Zahra Hospital (3.11km) || Medcare Hospital (3.11km) || Mediclinic City Hospital (3.13km) || 5-10km: Iranian Hospital Dubai (5.82km) || Rashid Hospital (5.82km) || Saudi German Hospital (8.02km) || Dubai Hospital (8.02km) || NMC Royal Hospital (9.09km) (2.8km) || 5-10km: Saudi German Hospital (6.38km) || Dubai Hospital (6.38km) || Al Zahra Hospital (6.59km) || Medcare Hospital (6.59km) || NMC Royal Hospital (6.93km) || Mediclinic City Hospital (6.94km) || Aster Hospital (7.87km) || Iranian Hospital Dubai (8.14km) || Rashid Hospital (8.14km) (2.8km),Hartland International School (3.33km) || Kings School Dubai (4.18km) || GEMS Wellington International School (4.71km) || Repton School Dubai (4.71km) || 5-10km: Dubai International School (5.97km) || GEMS Modern Academy (5.97km) || Dubai English Speaking School (6.43km) (0.4km) || Kings School Dubai (2.89km) || GEMS Wellington International School (3.43km) || Repton School Dubai (3.43km) || 5-10km: Hartland International School (6.27km) || Dubai English Speaking School (6.54km) || Dubai International School (8.02km) || GEMS Modern Academy (8.02km) (2.8km) || Hartland International School (0.88km) || 5-10km: Dubai International School (6.38km) || GEMS Modern Academy (6.38km) || Kings School Dubai (6.59km) || GEMS Wellington International School (7.08km) || Repton School Dubai (7.08km) || Dubai English Speaking School (8.24km) (2.8km),Dubai Opera (2.33km) || Dubai Mall (2.52km) || Burj Khalifa (2.52km) || Dubai Creek (3.29km) || 5-10km: Dubai Frame (5.42km) || Dubai Festival City Mall (6.71km) (0.4km) || Dubai Opera (1.53km) || Dubai Mall (1.97km) || Burj Khalifa (1.97km) || Dubai Creek (2.68km) || 5-10km: Dubai Frame (6.92km) || Dubai Festival City Mall (9.59km) || Mall of Emirates (9.61km) (2.8km) || Dubai Opera (4.78km) || Dubai Mall (4.95km) || Burj Khalifa (4.95km) || 5-10km: Dubai Creek (5.65km) || Dubai Festival City Mall (5.68km) || Dubai Frame (6.45km) (2.8km)
98,2025-01-12 17:45:05.835412+00,BiRubDu1000098,Ruby,"Jumeirah Village Triangle, Dubai",25.06869015,55.21335166,Mediclinic Parkview Hospital (3.5km) || Saudi German Hospital (4.2km) || NMC Royal Hospital (5.0km) (6.0km) || Saudi German Hospital (2.0km) || Mediclinic Parkview Hospital (3.5km) || NMC Royal Hospital (3.0km) (6.7km) || Saudi German Hospital (2.5km) || Mediclinic Jumeirah (3.1km) || Iranian Hospital Dubai (3.8km) (7.1km),GEMS FirstPoint School (2.5km) || Nord Anglia International School (3.2km) || GEMS United School (4.0km) (6.0km) || Emirates International School (1.5km) || GEMS Wellington Academy (2.5km) || Dubai British School (3.0km) (6.7km) || Jumeirah College (1.8km) || Dubai College (2.5km) || American School of Dubai (3.2km) (7.1km),Earth Golf Course (0.5km) || Fire Golf Course (0.5km) || Dubai Sports City (3.0km) (6.0km) || JLT Park (0.5km) || Dubai Marina Mall (1.5km) || DMCC Metro Station (1.0km) || Almas Tower (1.0km) (6.7km) || Madinat Jumeirah (1.2km) || Wild Wadi Waterpark (1.5km) || Burj Al Arab (2.0km) (7.1km)
99,2025-01-12 17:45:05.835412+00,BiSkyDu1000099,Skyrise,"Production City, Dubai",25.18185253,55.27347019,Al Zahra Hospital (3.11km) || Medcare Hospital (3.11km) || Mediclinic City Hospital (3.13km) || 5-10km: Iranian Hospital Dubai (5.82km) || Rashid Hospital (5.82km) || Saudi German Hospital (8.02km) || Dubai Hospital (8.02km) || NMC Royal Hospital (9.09km) (0.7km) || Al Zahra Hospital (4.22km) || Medcare Hospital (4.22km) || Mediclinic City Hospital (4.54km) || 5-10km: Saudi German Hospital (5.97km) || Dubai Hospital (5.97km) || Iranian Hospital Dubai (6.13km) || Rashid Hospital (6.13km) || NMC Royal Hospital (6.86km) || Aster Hospital (7.84km) (2.4km) || 5-10km: Al Zahra Hospital (6.11km) || Medcare Hospital (6.11km) || Mediclinic City Hospital (6.21km) || Iranian Hospital Dubai (8.69km) || Rashid Hospital (8.69km) || Saudi German Hospital (9.53km) || Dubai Hospital (9.53km) (2.9km),Kings School Dubai (2.89km) || GEMS Wellington International School (3.43km) || Repton School Dubai (3.43km) || 5-10km: Hartland International School (6.27km) || Dubai English Speaking School (6.54km) || Dubai International School (8.02km) || GEMS Modern Academy (8.02km) (0.7km) || Hartland International School (3.33km) || Kings School Dubai (4.18km) || GEMS Wellington International School (4.71km) || Repton School Dubai (4.71km) || 5-10km: Dubai International School (5.97km) || GEMS Modern Academy (5.97km) || Dubai English Speaking School (6.43km) (2.4km) || 5-10km: Hartland International School (5.19km) || Kings School Dubai (5.92km) || GEMS Wellington International School (6.49km) || Repton School Dubai (6.49km) || Dubai English Speaking School (9.26km) || Dubai International School (9.53km) || GEMS Modern Academy (9.53km) (2.9km),Dubai Opera (1.53km) || Dubai Mall (1.97km) || Burj Khalifa (1.97km) || Dubai Creek (2.68km) || 5-10km: Dubai Frame (6.92km) || Dubai Festival City Mall (9.59km) || Mall of Emirates (9.61km) (0.7km) || Dubai Opera (2.33km) || Dubai Mall (2.52km) || Burj Khalifa (2.52km) || Dubai Creek (3.29km) || 5-10km: Dubai Frame (5.42km) || Dubai Festival City Mall (6.71km) (2.4km) || Dubai Opera (4.05km) || Dubai Mall (4.54km) || Burj Khalifa (4.54km) || 5-10km: Dubai Creek (5.45km) || Dubai Frame (8.87km) || Mall of Emirates (9.3km) || Dubai Festival City Mall (9.98km) (2.9km)
100,2025-01-12 17:45:05.835412+00,BiHilDu1000100,Hills Views,"Dubai Science Park, Dubai",25.08143272,55.25752737,Mediclinic City Hospital (4.5km) || Iranian Hospital (5.2km) || Al Zahra Hospital (5.8km) (8.3km) || Saudi German Hospital (2.5km) || Mediclinic Jumeirah (3.1km) || Iranian Hospital Dubai (3.8km) (8.3km) || 5-10km: Al Zahra Hospital (6.11km) || Medcare Hospital (6.11km) || Mediclinic City Hospital (6.21km) || Iranian Hospital Dubai (8.69km) || Rashid Hospital (8.69km) || Saudi German Hospital (9.53km) || Dubai Hospital (9.53km) (8.8km),Repton School Dubai (3.5km) || GEMS Wellington Academy (4.2km) || Kings School Dubai (4.8km) (8.3km) || Jumeirah College (1.8km) || Dubai College (2.5km) || American School of Dubai (3.2km) (8.3km) || 5-10km: Hartland International School (5.19km) || Kings School Dubai (5.92km) || GEMS Wellington International School (6.49km) || Repton School Dubai (6.49km) || Dubai English Speaking School (9.26km) || Dubai International School (9.53km) || GEMS Modern Academy (9.53km) (8.8km),Meydan Racecourse (2.5km) || Nad Al Sheba Sports Complex (2.0km) || Meydan One Mall (3.5km) (8.3km) || Madinat Jumeirah (1.2km) || Wild Wadi Waterpark (1.5km) || Burj Al Arab (2.0km) (8.3km) || Dubai Opera (4.05km) || Dubai Mall (4.54km) || Burj Khalifa (4.54km) || 5-10km: Dubai Creek (5.45km) || Dubai Frame (8.87km) || Mall of Emirates (9.3km) || Dubai Festival City Mall (9.98km) (8.8km)
101,2025-01-12 17:45:05.835412+00,BiRoyDu1000101,Royale,"Jumeirah Village Circle, Dubai",25.05414131,55.19967708,Mediclinic Parkview Hospital (3.5km) || Saudi German Hospital (4.2km) || NMC Royal Hospital (5.0km) (4.1km) || Saudi German Hospital (2.0km) || Mediclinic Parkview Hospital (3.5km) || NMC Royal Hospital (3.0km) (5.6km) || Mediclinic Parkview Hospital (3.2km) || Saudi German Hospital (2.8km) || NMC Royal Hospital Marina (2.0km) (7.0km),GEMS FirstPoint School (2.5km) || Nord Anglia International School (3.2km) || GEMS United School (4.0km) (4.1km) || Emirates International School (1.5km) || GEMS Wellington Academy (2.5km) || Dubai British School (3.0km) (5.6km) || Emirates International School (2.5km) || Dubai College (3.5km) || GEMS Wellington Academy (4.0km) (7.0km),Earth Golf Course (0.5km) || Fire Golf Course (0.5km) || Dubai Sports City (3.0km) (4.1km) || JLT Park (0.5km) || Dubai Marina Mall (1.5km) || DMCC Metro Station (1.0km) || Almas Tower (1.0km) (5.6km) || Dubai Marina Mall (1.0km) || JBR Beach (1.5km) || Dubai Marina Walk (0.5km) || Bluewaters Island (2.0km) (7.0km)
102,2025-01-12 17:45:05.835412+00,BiPheDu1000102,Pheonix,"Jumeirah Village Circle, Dubai",25.04965838,55.21082237,Mediclinic Parkview Hospital (3.5km) || Saudi German Hospital (4.2km) || NMC Royal Hospital (5.0km) (4.0km) || Saudi German Hospital (2.0km) || Mediclinic Parkview Hospital (3.5km) || NMC Royal Hospital (3.0km) (6.8km) || Mediclinic Parkview Hospital (3.2km) || Saudi German Hospital (2.8km) || NMC Royal Hospital Marina (2.0km) (8.2km),GEMS FirstPoint School (2.5km) || Nord Anglia International School (3.2km) || GEMS United School (4.0km) (4.0km) || Emirates International School (1.5km) || GEMS Wellington Academy (2.5km) || Dubai British School (3.0km) (6.8km) || Emirates International School (2.5km) || Dubai College (3.5km) || GEMS Wellington Academy (4.0km) (8.2km),Earth Golf Course (0.5km) || Fire Golf Course (0.5km) || Dubai Sports City (3.0km) (4.0km) || JLT Park (0.5km) || Dubai Marina Mall (1.5km) || DMCC Metro Station (1.0km) || Almas Tower (1.0km) (6.8km) || Dubai Marina Mall (1.0km) || JBR Beach (1.5km) || Dubai Marina Walk (0.5km) || Bluewaters Island (2.0km) (8.2km)
103,2025-01-12 17:45:05.835412+00,BiGalDu1000103,Galaxy,"Jumeirah Village Circle, Dubai",25.06133207,55.21558757,Mediclinic Parkview Hospital (3.5km) || Saudi German Hospital (4.2km) || NMC Royal Hospital (5.0km) (5.4km) || Saudi German Hospital (2.0km) || Mediclinic Parkview Hospital (3.5km) || NMC Royal Hospital (3.0km) (7.0km) || Saudi German Hospital (2.5km) || Mediclinic Jumeirah (3.1km) || Iranian Hospital Dubai (3.8km) (7.9km),GEMS FirstPoint School (2.5km) || Nord Anglia International School (3.2km) || GEMS United School (4.0km) (5.4km) || Emirates International School (1.5km) || GEMS Wellington Academy (2.5km) || Dubai British School (3.0km) (7.0km) || Jumeirah College (1.8km) || Dubai College (2.5km) || American School of Dubai (3.2km) (7.9km),Earth Golf Course (0.5km) || Fire Golf Course (0.5km) || Dubai Sports City (3.0km) (5.4km) || JLT Park (0.5km) || Dubai Marina Mall (1.5km) || DMCC Metro Station (1.0km) || Almas Tower (1.0km) (7.0km) || Madinat Jumeirah (1.2km) || Wild Wadi Waterpark (1.5km) || Burj Al Arab (2.0km) (7.9km)
104,2025-01-12 17:45:05.835412+00,BiPhaDu1000104,Phantom,"Jumeirah Village Circle, Dubai",25.05951718,55.21696508,Mediclinic Parkview Hospital (3.5km) || Saudi German Hospital (4.2km) || NMC Royal Hospital (5.0km) (5.3km) || Saudi German Hospital (2.0km) || Mediclinic Parkview Hospital (3.5km) || NMC Royal Hospital (3.0km) (7.1km) || Saudi German Hospital (2.5km) || Mediclinic Jumeirah (3.1km) || Iranian Hospital Dubai (3.8km) (8.1km),GEMS FirstPoint School (2.5km) || Nord Anglia International School (3.2km) || GEMS United School (4.0km) (5.3km) || Emirates International School (1.5km) || GEMS Wellington Academy (2.5km) || Dubai British School (3.0km) (7.1km) || Jumeirah College (1.8km) || Dubai College (2.5km) || American School of Dubai (3.2km) (8.1km),Earth Golf Course (0.5km) || Fire Golf Course (0.5km) || Dubai Sports City (3.0km) (5.3km) || JLT Park (0.5km) || Dubai Marina Mall (1.5km) || DMCC Metro Station (1.0km) || Almas Tower (1.0km) (7.1km) || Madinat Jumeirah (1.2km) || Wild Wadi Waterpark (1.5km) || Burj Al Arab (2.0km) (8.1km)
105,2025-01-12 17:45:05.835412+00,BiAzuDu1000105,Azure,"Jumeirah Village Circle, Dubai",25.06843406,55.21205319,Mediclinic Parkview Hospital (3.5km) || Saudi German Hospital (4.2km) || NMC Royal Hospital (5.0km) (6.0km) || Saudi German Hospital (2.0km) || Mediclinic Parkview Hospital (3.5km) || NMC Royal Hospital (3.0km) (6.5km) || Saudi German Hospital (2.5km) || Mediclinic Jumeirah (3.1km) || Iranian Hospital Dubai (3.8km) (7.1km),GEMS FirstPoint School (2.5km) || Nord Anglia International School (3.2km) || GEMS United School (4.0km) (6.0km) || Emirates International School (1.5km) || GEMS Wellington Academy (2.5km) || Dubai British School (3.0km) (6.5km) || Jumeirah College (1.8km) || Dubai College (2.5km) || American School of Dubai (3.2km) (7.1km),Earth Golf Course (0.5km) || Fire Golf Course (0.5km) || Dubai Sports City (3.0km) (6.0km) || JLT Park (0.5km) || Dubai Marina Mall (1.5km) || DMCC Metro Station (1.0km) || Almas Tower (1.0km) (6.5km) || Madinat Jumeirah (1.2km) || Wild Wadi Waterpark (1.5km) || Burj Al Arab (2.0km) (7.1km)
106,2025-01-12 17:45:05.835412+00,BiAmbDu1000106,Amber,"Jumeirah Village Circle, Dubai",25.06274868,55.20997815,Mediclinic Parkview Hospital (3.5km) || Saudi German Hospital (4.2km) || NMC Royal Hospital (5.0km) (5.3km) || Saudi German Hospital (2.0km) || Mediclinic Parkview Hospital (3.5km) || NMC Royal Hospital (3.0km) (6.4km) || Mediclinic Parkview Hospital (3.2km) || Saudi German Hospital (2.8km) || NMC Royal Hospital Marina (2.0km) (7.4km),GEMS FirstPoint School (2.5km) || Nord Anglia International School (3.2km) || GEMS United School (4.0km) (5.3km) || Emirates International School (1.5km) || GEMS Wellington Academy (2.5km) || Dubai British School (3.0km) (6.4km) || Emirates International School (2.5km) || Dubai College (3.5km) || GEMS Wellington Academy (4.0km) (7.4km),Earth Golf Course (0.5km) || Fire Golf Course (0.5km) || Dubai Sports City (3.0km) (5.3km) || JLT Park (0.5km) || Dubai Marina Mall (1.5km) || DMCC Metro Station (1.0km) || Almas Tower (1.0km) (6.4km) || Dubai Marina Mall (1.0km) || JBR Beach (1.5km) || Dubai Marina Walk (0.5km) || Bluewaters Island (2.0km) (7.4km)
107,2025-01-12 17:45:05.835412+00,BiOnyDu1000107,Onyx,"Jumeirah Village Circle, Dubai",25.06182052,55.19878257,Mediclinic Parkview Hospital (3.5km) || Saudi German Hospital (4.2km) || NMC Royal Hospital (5.0km) (4.9km) || Saudi German Hospital (2.0km) || Mediclinic Parkview Hospital (3.5km) || NMC Royal Hospital (3.0km) (5.3km) || Mediclinic Parkview Hospital (3.2km) || Saudi German Hospital (2.8km) || NMC Royal Hospital Marina (2.0km) (6.4km),GEMS FirstPoint School (2.5km) || Nord Anglia International School (3.2km) || GEMS United School (4.0km) (4.9km) || Emirates International School (1.5km) || GEMS Wellington Academy (2.5km) || Dubai British School (3.0km) (5.3km) || Emirates International School (2.5km) || Dubai College (3.5km) || GEMS Wellington Academy (4.0km) (6.4km),Earth Golf Course (0.5km) || Fire Golf Course (0.5km) || Dubai Sports City (3.0km) (4.9km) || JLT Park (0.5km) || Dubai Marina Mall (1.5km) || DMCC Metro Station (1.0km) || Almas Tower (1.0km) (5.3km) || Dubai Marina Mall (1.0km) || JBR Beach (1.5km) || Dubai Marina Walk (0.5km) || Bluewaters Island (2.0km) (6.4km)
108,2025-01-12 17:45:05.835412+00,BiLavDu1000108,Lavender,"Jumeirah Village Circle, Dubai",25.06222338,55.20147044,Mediclinic Parkview Hospital (3.5km) || Saudi German Hospital (4.2km) || NMC Royal Hospital (5.0km) (5.0km) || Saudi German Hospital (2.0km) || Mediclinic Parkview Hospital (3.5km) || NMC Royal Hospital (3.0km) (5.6km) || Mediclinic Parkview Hospital (3.2km) || Saudi German Hospital (2.8km) || NMC Royal Hospital Marina (2.0km) (6.6km),GEMS FirstPoint School (2.5km) || Nord Anglia International School (3.2km) || GEMS United School (4.0km) (5.0km) || Emirates International School (1.5km) || GEMS Wellington Academy (2.5km) || Dubai British School (3.0km) (5.6km) || Emirates International School (2.5km) || Dubai College (3.5km) || GEMS Wellington Academy (4.0km) (6.6km),Earth Golf Course (0.5km) || Fire Golf Course (0.5km) || Dubai Sports City (3.0km) (5.0km) || JLT Park (0.5km) || Dubai Marina Mall (1.5km) || DMCC Metro Station (1.0km) || Almas Tower (1.0km) (5.6km) || Dubai Marina Mall (1.0km) || JBR Beach (1.5km) || Dubai Marina Walk (0.5km) || Bluewaters Island (2.0km) (6.6km)
109,2025-01-12 17:45:05.835412+00,BiGarDu1000109,Gardenia,"Jumeirah Village Circle, Dubai",25.05900686,55.21288564,Mediclinic Parkview Hospital (3.5km) || Saudi German Hospital (4.2km) || NMC Royal Hospital (5.0km) (5.0km) || Saudi German Hospital (2.0km) || Mediclinic Parkview Hospital (3.5km) || NMC Royal Hospital (3.0km) (6.7km) || Mediclinic Parkview Hospital (3.2km) || Saudi German Hospital (2.8km) || NMC Royal Hospital Marina (2.0km) (7.8km),GEMS FirstPoint School (2.5km) || Nord Anglia International School (3.2km) || GEMS United School (4.0km) (5.0km) || Emirates International School (1.5km) || GEMS Wellington Academy (2.5km) || Dubai British School (3.0km) (6.7km) || Emirates International School (2.5km) || Dubai College (3.5km) || GEMS Wellington Academy (4.0km) (7.8km),Earth Golf Course (0.5km) || Fire Golf Course (0.5km) || Dubai Sports City (3.0km) (5.0km) || JLT Park (0.5km) || Dubai Marina Mall (1.5km) || DMCC Metro Station (1.0km) || Almas Tower (1.0km) (6.7km) || Dubai Marina Mall (1.0km) || JBR Beach (1.5km) || Dubai Marina Walk (0.5km) || Bluewaters Island (2.0km) (7.8km)
110,2025-01-12 17:45:05.835412+00,BiTulDu1000110,Tulip,"Jumeirah Village Circle, Dubai",25.05931381,55.21368292,Mediclinic Parkview Hospital (3.5km) || Saudi German Hospital (4.2km) || NMC Royal Hospital (5.0km) (5.1km) || Saudi German Hospital (2.0km) || Mediclinic Parkview Hospital (3.5km) || NMC Royal Hospital (3.0km) (6.8km) || Mediclinic Parkview Hospital (3.2km) || Saudi German Hospital (2.8km) || NMC Royal Hospital Marina (2.0km) (7.9km),GEMS FirstPoint School (2.5km) || Nord Anglia International School (3.2km) || GEMS United School (4.0km) (5.1km) || Emirates International School (1.5km) || GEMS Wellington Academy (2.5km) || Dubai British School (3.0km) (6.8km) || Emirates International School (2.5km) || Dubai College (3.5km) || GEMS Wellington Academy (4.0km) (7.9km),Earth Golf Course (0.5km) || Fire Golf Course (0.5km) || Dubai Sports City (3.0km) (5.1km) || JLT Park (0.5km) || Dubai Marina Mall (1.5km) || DMCC Metro Station (1.0km) || Almas Tower (1.0km) (6.8km) || Dubai Marina Mall (1.0km) || JBR Beach (1.5km) || Dubai Marina Walk (0.5km) || Bluewaters Island (2.0km) (7.9km)
111,2025-01-12 17:45:05.835412+00,BiIvoDu1000111,Ivory,"Al Jaddaf, Dubai",25.210858,55.3180957,5-10km: Saudi German Hospital (6.38km) || Dubai Hospital (6.38km) || Al Zahra Hospital (6.59km) || Medcare Hospital (6.59km) || NMC Royal Hospital (6.93km) || Mediclinic City Hospital (6.94km) || Aster Hospital (7.87km) || Iranian Hospital Dubai (8.14km) || Rashid Hospital (8.14km) (3.4km) || Al Zahra Hospital (4.22km) || Medcare Hospital (4.22km) || Mediclinic City Hospital (4.54km) || 5-10km: Saudi German Hospital (5.97km) || Dubai Hospital (5.97km) || Iranian Hospital Dubai (6.13km) || Rashid Hospital (6.13km) || NMC Royal Hospital (6.86km) || Aster Hospital (7.84km) (3.5km) || 5-10km: Saudi German Hospital (6.32km) || Dubai Hospital (6.32km) || NMC Royal Hospital (6.59km) || Aster Hospital (7.44km) || Al Zahra Hospital (7.97km) || Medcare Hospital (7.97km) || Mediclinic City Hospital (8.35km) || Iranian Hospital Dubai (9.14km) || Rashid Hospital (9.14km) || Canadian Specialist Hospital (9.79km) (3.6km),Hartland International School (0.88km) || 5-10km: Dubai International School (6.38km) || GEMS Modern Academy (6.38km) || Kings School Dubai (6.59km) || GEMS Wellington International School (7.08km) || Repton School Dubai (7.08km) || Dubai English Speaking School (8.24km) (3.4km) || Hartland International School (3.33km) || Kings School Dubai (4.18km) || GEMS Wellington International School (4.71km) || Repton School Dubai (4.71km) || 5-10km: Dubai International School (5.97km) || GEMS Modern Academy (5.97km) || Dubai English Speaking School (6.43km) (3.5km) || Hartland International School (0.99km) || 5-10km: Dubai International School (6.32km) || GEMS Modern Academy (6.32km) || Kings School Dubai (8.0km) || GEMS Wellington International School (8.45km) || Repton School Dubai (8.45km) || Dubai English Speaking School (9.07km) (3.6km),Dubai Opera (4.78km) || Dubai Mall (4.95km) || Burj Khalifa (4.95km) || 5-10km: Dubai Creek (5.65km) || Dubai Festival City Mall (5.68km) || Dubai Frame (6.45km) (3.4km) || Dubai Opera (2.33km) || Dubai Mall (2.52km) || Burj Khalifa (2.52km) || Dubai Creek (3.29km) || 5-10km: Dubai Frame (5.42km) || Dubai Festival City Mall (6.71km) (3.5km) || Dubai Festival City Mall (4.63km) || 5-10km: Dubai Opera (6.35km) || Dubai Mall (6.45km) || Burj Khalifa (6.45km) || Dubai Frame (6.83km) || Dubai Creek (7.04km) (3.6km)
